customer_id,state,income,employment_type,credit_score,loan_amount,loan_tenure,existing_loans_count,outstanding_debt,repayment_history_score,default_history,monthly_expenses,debt_to_income_ratio,risk_category,loan_eligible
CID003878,Bihar,39805.0,Self-Employed,587,298481.0,60,3,32903.0,64.4,0,13911.0,0.8266,Medium,1
CID003879,West Bengal,27319.0,Freelancer,620,952903.0,60,2,130985.0,82.5,0,15332.0,4.7946,Medium,1
CID003880,Tamil Nadu,58879.0,Business Owner,681,140126.0,36,3,89645.0,59.6,0,36351.0,1.5225,Medium,1
CID003881,Rajasthan,25551.0,Business Owner,655,155030.0,120,2,104566.0,100.0,0,19788.0,4.0924,Low,1
CID003882,Kerala,85694.0,Business Owner,733,217310.0,48,1,290910.0,80.9,0,58837.0,3.3948,Low,1
CID003883,Uttarakhand,136219.0,Salaried,680,10000.0,84,3,396853.0,100.0,0,100427.0,2.9133,Low,1
CID003884,Karnataka,20533.0,Freelancer,573,160460.0,48,1,96443.0,62.2,0,13653.0,4.697,Medium,0
CID003885,Bihar,34720.0,Freelancer,611,364330.0,24,1,112021.0,94.5,0,27685.0,3.2264,Medium,1
CID003886,Maharashtra,39437.0,Salaried,651,587777.0,36,1,172113.0,44.7,0,26436.0,4.3643,Medium,1
CID003887,Odisha,107535.0,Salaried,757,680595.0,240,2,454296.0,84.4,0,67386.0,4.2246,Low,1
CID003888,Telangana,27308.0,Government,612,30677.0,36,1,96254.0,67.7,0,12517.0,3.5248,Medium,1
CID003889,Telangana,42675.0,Freelancer,511,200296.0,24,0,115506.0,72.4,0,18071.0,2.7066,Medium,0
CID003890,Uttar Pradesh,34243.0,Freelancer,685,236094.0,36,1,32246.0,84.6,0,15051.0,0.9417,Low,1
CID003891,Kerala,46763.0,Freelancer,589,305723.0,180,1,55787.0,84.9,0,14661.0,1.193,Medium,1
CID003892,Rajasthan,34562.0,Self-Employed,547,383302.0,48,3,100148.0,86.8,1,14417.0,2.8976,High,0
CID003893,Telangana,22218.0,Self-Employed,651,1031795.0,60,1,44323.0,77.0,0,31478.0,1.9949,Medium,1
CID003894,Gujarat,97888.0,Self-Employed,727,179755.0,48,2,140499.0,80.8,0,33555.0,1.4353,Low,1
CID003895,Kerala,237400.0,Salaried,604,122819.0,240,2,888032.7499999994,65.6,0,72596.0,3.7407,Medium,1
CID003896,Haryana,130780.0,Business Owner,689,419441.0,240,0,570691.0,57.1,1,72109.0,4.3637,Medium,1
CID003897,Karnataka,34223.0,Self-Employed,704,206791.0,60,3,83376.0,69.4871955128205,0,13365.0,2.4363,Low,1
CID003898,Haryana,68693.0,Self-Employed,713,1262035.0,120,0,303616.0,27.1,0,28595.0,4.4199,Medium,1
CID003899,Rajasthan,106107.0,Self-Employed,591,225144.0,36,3,81445.0,78.4,0,83872.0,0.7676,Medium,1
CID003900,Punjab,118854.0,Self-Employed,560,1026792.0,48,2,112498.0,87.4,0,44475.0,0.9465,Medium,0
CID003901,Gujarat,35757.0,Salaried,571,141415.0,84,1,170424.0,82.4,0,11619.0,4.7662,Medium,0
CID003902,Uttar Pradesh,46086.0,Salaried,713,198534.0,36,4,165890.0,57.8,0,32839.0,3.5996,Medium,1
CID003903,Odisha,18274.0,Salaried,703,1376169.1900000004,36,2,71988.0,29.1,0,7955.0,3.9394,Medium,1
CID003904,Tamil Nadu,77519.0,Salaried,573,364767.0,180,0,329301.0,83.1,1,42815.0,4.248,High,0
CID003905,Punjab,67383.0,Government,820,284542.0,36,1,49830.0,54.2,0,48297.0,0.7395,Low,1
CID003906,Gujarat,93568.0,Salaried,563,361105.0,24,1,349025.0,44.3,1,51778.0,3.7302,High,0
CID003907,Rajasthan,52842.0,Salaried,729,437802.0,120,1,111264.0,89.0,0,39445.0,2.1056,Low,1
CID003908,Maharashtra,8000.0,Self-Employed,771,68547.0,36,1,33448.0,42.9,0,5055.0,4.181,Low,1
CID003909,West Bengal,84845.0,Self-Employed,658,1218149.0,60,1,190443.0,66.6,0,51602.0,2.2446,Medium,1
CID003910,Uttar Pradesh,27728.0,Salaried,588,694026.0,24,0,109643.0,100.0,0,18807.0,3.9542,Medium,1
CID003911,Maharashtra,244823.60000000012,Business Owner,648,258260.0,24,1,888032.7499999994,56.7,1,109657.0,3.6272,High,0
CID003912,Tamil Nadu,85763.0,Business Owner,629,310707.0,60,2,173825.0,48.7,0,33097.0,2.0268,Medium,1
CID003913,Maharashtra,85404.0,Salaried,736,191025.0,48,1,223087.0,80.1,0,61505.0,2.6121,Low,1
CID003914,Chhattisgarh,66065.0,Salaried,554,1051039.0,60,3,192804.0,76.5,0,49552.0,2.9184,Medium,0
CID003915,Himachal Pradesh,63125.0,Government,502,364799.0,240,1,226952.0,69.4871955128205,0,24004.0,3.5953,High,0
CID003916,Uttar Pradesh,38763.0,Freelancer,678,315531.0,60,0,166621.0,71.1,0,21923.0,4.2985,Medium,1
CID003917,Kerala,38447.0,Business Owner,696,287905.0,84,4,55623.0,93.6,0,14791.0,1.4467,Low,1
CID003918,Uttar Pradesh,51918.0,Salaried,807,816825.0,24,2,246889.0,98.0,0,16363.0,4.7554,Low,1
CID003919,Telangana,222343.0,Salaried,539,394801.0,180,1,888032.7499999994,64.8,1,122312.0,3.994,High,0
CID003920,Madhya Pradesh,175385.0,Self-Employed,639,272076.0,120,1,197817.0,79.9,0,105352.0,1.1279,Low,1
CID003921,Assam,175200.0,Salaried,742,230562.0,60,1,352376.0,80.8,0,93653.0,2.0113,Low,1
CID003922,Uttar Pradesh,56826.0,Salaried,659,151680.0,36,0,147542.5,90.2,0,39252.0,2.5964,Low,1
CID003923,Madhya Pradesh,155946.0,Self-Employed,634,174050.0,60,1,189568.0,68.2,1,64794.0,1.2156,Medium,1
CID003924,Tamil Nadu,46070.0,Salaried,713,143090.0,36,5,156697.0,95.9,0,35022.0,3.4013,Low,1
CID003925,Chhattisgarh,42822.0,Business Owner,602,10291.0,240,1,34089.0,55.4,0,24904.0,0.7961,Medium,1
CID003926,Maharashtra,64274.0,Freelancer,718,151897.0,60,0,205321.0,69.4871955128205,0,36392.0,3.1945,Low,1
CID003927,West Bengal,29913.0,Salaried,549,58115.0,60,0,126373.0,50.0,1,15742.0,4.2247,High,0
CID003928,Telangana,18504.0,Freelancer,528,242743.0,36,1,39386.0,34.2,0,7541.0,2.1285,High,0
CID003929,Andhra Pradesh,54262.0,Salaried,628,111908.0,36,1,146699.0,82.2,0,23961.0,2.7035,Medium,1
CID003930,Maharashtra,96997.0,Freelancer,444,337592.0,84,1,111414.0,100.0,1,55904.0,1.1486,High,0
CID003931,Assam,107279.0,Salaried,656,50281.0,60,1,401421.0,76.4,0,71979.0,3.7418,Medium,1
CID003932,Karnataka,31581.0,Salaried,511,393369.0,48,4,144936.0,65.8,1,11697.0,4.5893,High,0
CID003933,Telangana,73318.0,Self-Employed,672,350393.0,36,0,278419.0,94.8,1,41153.0,3.7974,Medium,1
CID003934,Karnataka,65021.0,Self-Employed,664,122051.0,36,3,68497.0,61.1,0,31478.0,1.0535,Medium,1
CID003935,Tamil Nadu,50936.0,Government,644,238687.0,12,1,104651.0,34.7,0,19948.0,2.0546,Medium,1
CID003936,Rajasthan,40734.0,Salaried,684,147474.0,240,2,52114.0,88.9,0,28588.0,1.2794,Low,1
CID003937,Uttar Pradesh,62048.0,Salaried,648,319431.0,120,1,195603.0,100.0,0,27186.0,3.1524,Low,1
CID003938,Karnataka,52850.0,Self-Employed,626,465982.0,180,5,198254.0,72.6,1,23330.0,3.7513,High,0
CID003939,Karnataka,167724.0,Self-Employed,796,391727.0,60,1,819987.0,76.3,0,94848.0,4.8889,Low,1
CID003940,Uttar Pradesh,65857.0,Salaried,648,167472.0,180,3,181971.0,57.8,0,31981.0,2.7631,Medium,1
CID003941,Kerala,109680.0,Business Owner,711,406332.0,36,2,369374.0,66.7,0,79039.0,3.3677,Low,1
CID003942,Bihar,19951.0,Business Owner,735,432671.0,60,0,19543.0,74.4,0,10513.0,0.9795,Low,1
CID003943,Maharashtra,23992.0,Freelancer,703,312912.0,36,1,28757.0,70.9,1,17465.0,1.1986,Medium,1
CID003944,Uttar Pradesh,29394.0,Government,648,371213.0,120,3,45343.0,70.7,0,8949.0,1.5426,Medium,1
CID003945,Maharashtra,14951.0,Salaried,663,328147.0,60,1,11741.85,7.2,1,10529.0,0.7854,High,0
CID003946,Maharashtra,43745.0,Business Owner,649,259150.0,60,0,102223.0,73.3,1,13758.0,2.3368,Medium,1
CID003947,Telangana,57148.0,Salaried,598,656956.0,180,1,273187.0,43.4,0,41990.0,4.7803,Medium,1
CID003948,West Bengal,216738.0,Business Owner,629,104691.0,84,3,745173.0,79.5,0,168148.0,3.4381,Medium,1
CID003949,Karnataka,34317.0,Self-Employed,591,158102.0,240,1,84493.0,91.1,0,25502.0,2.4621,Medium,1
CID003950,Tamil Nadu,67529.0,Government,704,536169.0,60,0,183844.0,81.2,1,50339.0,2.7224,Medium,1
CID003951,Maharashtra,36551.0,Business Owner,577,207838.0,60,2,42392.0,47.0,0,21080.0,1.1598,Medium,0
CID003952,Haryana,51859.0,Government,655,261945.0,84,1,48505.0,53.3,0,40106.0,0.9353,Medium,1
CID003953,Chhattisgarh,97625.0,Freelancer,694,237047.0,60,0,162607.0,68.7,0,35169.0,1.6656,Low,1
CID003954,Maharashtra,235507.0,Government,662,275903.0,60,3,442571.0,87.1,0,83841.0,1.8792,Low,1
CID003955,Maharashtra,84920.0,Freelancer,578,548651.0,48,2,89405.0,89.9,0,37187.0,1.0528,Medium,0
CID003956,Bihar,36043.0,Self-Employed,705,200129.0,120,1,130163.0,77.2,0,20658.0,3.6113,Low,1
CID003957,Jharkhand,84958.0,Salaried,643,662010.0,60,0,395419.0,50.7,1,32627.0,4.6543,High,0
CID003958,Uttar Pradesh,25505.0,Salaried,420,1291080.0,84,0,32767.0,93.5,1,18853.0,1.2847,High,0
CID003959,Maharashtra,91607.0,Salaried,571,299817.0,36,1,391306.0,69.5,1,39415.0,4.2716,High,0
CID003960,Maharashtra,43140.0,Salaried,762,184656.0,36,1,79483.0,62.0,0,32672.0,1.8424,Low,1
CID003961,West Bengal,58085.0,Self-Employed,768,363601.0,48,0,221781.0,60.3,0,30412.0,3.8182,Low,1
CID003962,Uttar Pradesh,66855.0,Self-Employed,692,651416.0,60,2,60112.0,39.6,1,24687.0,0.8991,Medium,1
CID003963,Maharashtra,8000.0,Government,712,324258.0,12,0,12614.0,92.0,0,5371.0,1.5768,Low,1
CID003964,West Bengal,210767.0,Government,587,434220.0,180,3,255314.0,67.5,1,68611.0,1.2114,High,0
CID003965,Maharashtra,132661.0,Salaried,629,861330.0,180,1,162609.0,56.2,1,91445.0,1.2257,High,0
CID003966,Madhya Pradesh,78823.0,Salaried,748,438912.0,84,0,370515.0,82.1,0,60477.0,4.7006,Low,1
CID003967,Tamil Nadu,78668.0,Salaried,684,232180.0,48,1,168136.0,85.7,0,32691.0,2.1373,Low,1
CID003968,Maharashtra,25080.0,Salaried,655,198228.0,48,2,34670.0,35.3,0,17725.0,1.3824,Medium,1
CID003969,West Bengal,58085.0,Business Owner,635,387871.0,84,2,11741.85,100.0,0,6072.0,0.2021,Low,1
CID003970,Uttar Pradesh,64031.0,Self-Employed,743,131710.0,36,2,225913.0,100.0,0,29561.0,3.5282,Low,1
CID003971,Chhattisgarh,33167.0,Self-Employed,739,646255.0,84,2,123818.0,72.0,0,22869.0,3.7332,Low,1
CID003972,Rajasthan,84659.0,Freelancer,701,406228.0,180,3,415583.0,74.8,0,29614.0,4.9089,Low,1
CID003973,Tamil Nadu,8000.0,Freelancer,655,260513.0,60,0,26538.0,100.0,1,5863.0,3.3172,Medium,1
CID003974,Andhra Pradesh,30351.0,Salaried,621,394152.0,60,3,77839.0,48.1,0,16164.0,2.5646,Medium,1
CID003975,Tamil Nadu,43460.0,Business Owner,705,900206.0,180,1,65566.0,59.6,0,18422.0,1.5087,Low,1
CID003976,Odisha,210116.0,Salaried,561,933539.0,48,4,142249.0,81.6,0,118331.0,0.677,Medium,0
CID003977,Uttar Pradesh,65062.0,Salaried,578,152045.0,120,1,290406.0,93.0,0,27892.0,4.4635,Medium,0
CID003978,Rajasthan,53095.0,Salaried,533,284289.0,120,5,215026.0,70.8,1,37105.0,4.0498,High,0
CID003979,Maharashtra,67245.0,Self-Employed,648,624012.0,180,1,274544.0,53.7,1,30992.0,4.0827,High,0
CID003980,Uttar Pradesh,146986.0,Salaried,592,406975.0,180,1,286510.0,95.8,0,49468.0,1.9492,Medium,1
CID003981,Haryana,58085.0,Salaried,682,286246.0,84,2,335978.0,69.8,0,50580.0,5.7842,Medium,1
CID003982,Madhya Pradesh,52916.0,Business Owner,639,97753.0,84,5,213061.0,70.0,0,22755.0,4.0264,Medium,1
CID003983,Karnataka,29580.0,Business Owner,881,184560.0,36,2,147542.5,88.6,0,31478.0,4.9879,Low,1
CID003984,Karnataka,48110.0,Salaried,685,339167.0,84,2,164691.0,100.0,0,29708.0,3.4232,Low,1
CID003985,Haryana,20987.0,Salaried,501,655743.0,36,2,62879.0,74.8,0,31478.0,2.9961,Medium,0
CID003986,Jharkhand,8000.0,Freelancer,744,80636.0,60,3,17261.0,79.6,0,5194.0,2.1576,Low,1
CID003987,Maharashtra,61357.0,Salaried,619,205281.0,84,1,235345.0,90.9,0,39302.0,3.8357,Medium,1
CID003988,Gujarat,49864.0,Government,633,361205.0,84,1,105915.0,65.5,1,29273.0,2.1241,High,0
CID003989,Maharashtra,109403.0,Self-Employed,648,223990.0,60,2,416405.0,59.0,0,70121.0,3.8062,Medium,1
CID003990,Bihar,167564.0,Salaried,665,305311.0,36,0,227370.0,62.6,0,122473.0,1.3569,Medium,1
CID003991,Maharashtra,30744.0,Salaried,664,250577.0,60,2,97060.0,51.6,0,9842.0,3.157,Medium,1
CID003992,Karnataka,45130.0,Salaried,648,233097.0,36,2,95131.0,48.2,1,32332.0,2.1079,High,0
CID003993,Kerala,62083.0,Salaried,609,171545.0,36,2,262524.0,100.0,0,29675.0,4.2286,Medium,1
CID003994,Maharashtra,58085.0,Salaried,658,350779.0,48,2,114413.0,52.1,0,18278.0,1.9698,Medium,1
CID003995,Gujarat,58085.0,Self-Employed,462,440607.0,84,0,201907.0,75.4,1,44651.0,3.4761,High,0
CID003996,Gujarat,24873.0,Salaried,534,221961.0,60,1,21755.0,68.3,1,15009.0,0.8746,High,0
CID003997,Uttar Pradesh,41771.0,Self-Employed,783,612873.0,48,1,113975.0,91.0,0,13754.0,2.7286,Low,1
CID003998,Uttar Pradesh,133559.0,Self-Employed,676,158290.0,180,1,536011.0,72.3,1,52797.0,4.0133,Medium,1
CID003999,Rajasthan,131862.0,Salaried,608,63239.0,84,2,576229.0,97.7,1,101236.0,4.3699,Medium,1
CID004000,Maharashtra,49152.0,Salaried,514,10000.0,60,0,184087.0,67.4,1,24883.0,3.7453,High,0
CID004001,West Bengal,143487.0,Salaried,645,329952.0,60,1,342012.0,74.9,0,62618.0,2.3836,Medium,1
CID004002,Maharashtra,167018.0,Salaried,728,338033.0,120,3,277023.0,85.0,0,66631.0,1.6586,Low,1
CID004003,Kerala,58085.0,Business Owner,648,208692.0,36,0,332897.0,74.0,0,85521.0,5.7312,Medium,1
CID004004,Karnataka,48587.0,Salaried,801,97476.0,84,1,147082.0,80.5,0,38095.0,3.0272,Low,1
CID004005,Karnataka,136187.0,Business Owner,579,232468.0,12,2,71648.0,75.7,0,49996.0,0.5261,Medium,0
CID004006,Tamil Nadu,86167.0,Salaried,610,391371.0,12,1,396715.0,41.7,1,36158.0,4.604,High,0
CID004007,Uttar Pradesh,78688.0,Salaried,532,97684.0,180,2,161053.0,85.3,1,43103.0,2.0467,High,0
CID004008,Uttar Pradesh,45259.0,Self-Employed,582,376980.0,60,4,184911.0,93.6,0,18449.0,4.0856,Medium,1
CID004009,Maharashtra,130994.0,Business Owner,632,695883.0,48,1,380555.0,67.4,0,104759.0,2.9051,Medium,1
CID004010,Maharashtra,134980.0,Salaried,620,113561.0,120,3,469710.0,65.9,0,68120.0,3.4798,Medium,1
CID004011,Maharashtra,183361.0,Salaried,814,263113.0,240,3,718360.0,75.9,0,95398.0,3.9177,Low,1
CID004012,Uttar Pradesh,198438.0,Self-Employed,544,1055149.0,12,0,356314.0,100.0,0,81280.0,1.7956,Medium,0
CID004013,Andhra Pradesh,140176.0,Salaried,646,426597.0,12,3,452400.0,64.3,0,97830.0,3.2274,Medium,1
CID004014,Karnataka,45993.0,Salaried,484,369010.0,180,0,178563.0,82.4,1,24495.0,3.8824,High,0
CID004015,Telangana,42761.0,Self-Employed,676,1129371.0,60,2,169725.0,66.5,0,26691.0,3.9692,Medium,1
CID004016,Tamil Nadu,166033.0,Self-Employed,542,271847.0,180,1,393832.0,82.0,0,64271.0,2.372,Medium,0
CID004017,Bihar,64977.0,Self-Employed,738,175409.0,84,2,245503.0,44.5,0,23694.0,3.7783,Medium,1
CID004018,Bihar,8000.0,Self-Employed,626,392090.0,60,1,14868.0,100.0,0,4643.0,1.8585,Low,1
CID004019,Tamil Nadu,244823.60000000012,Business Owner,537,413620.0,36,1,263865.0,77.3,1,96904.0,1.0778,High,0
CID004020,Tamil Nadu,87228.0,Business Owner,481,693556.0,48,5,87938.0,64.4,1,48640.0,1.0081,High,0
CID004021,Maharashtra,18777.0,Self-Employed,571,323507.0,120,1,52118.0,65.0,0,15014.0,2.7756,Medium,0
CID004022,Tamil Nadu,62604.0,Business Owner,669,417036.0,36,1,139273.0,75.6,0,32609.0,2.2247,Low,1
CID004023,Telangana,89923.0,Freelancer,683,291036.0,84,2,139022.0,100.0,0,28099.0,1.546,Low,1
CID004024,Haryana,56135.0,Salaried,610,247536.0,36,3,126882.0,100.0,0,34643.0,2.2603,Low,1
CID004025,Telangana,8000.0,Salaried,724,337062.0,60,0,18826.0,64.6,0,3435.0,2.3532,Low,1
CID004026,Haryana,81082.0,Business Owner,559,862176.0,24,1,242522.0,71.9,0,62461.0,2.9911,Medium,0
CID004027,Uttar Pradesh,162924.0,Self-Employed,415,589942.0,60,3,123927.0,72.9,1,67920.0,0.7606,High,0
CID004028,Karnataka,135117.0,Salaried,672,234167.0,84,1,619659.0,31.0,0,31478.0,4.5861,Medium,1
CID004029,Kerala,142689.0,Freelancer,753,359110.0,60,1,310335.0,65.4,0,44110.0,2.1749,Low,1
CID004030,Uttar Pradesh,40047.0,Salaried,753,352913.0,60,2,130921.0,74.2,1,31604.0,3.2692,Medium,1
CID004031,Telangana,17516.0,Business Owner,546,275601.0,48,1,32909.0,51.8,1,7649.0,1.8788,High,0
CID004032,Tamil Nadu,43436.0,Business Owner,606,159963.0,36,2,170596.0,100.0,0,30006.0,3.9275,Medium,1
CID004033,Maharashtra,58085.0,Government,707,1103726.0,120,2,152694.0,47.5,0,31749.0,2.6288,Medium,1
CID004034,Chhattisgarh,146049.0,Salaried,599,104841.0,120,1,284514.0,49.7,0,70868.0,1.9481,Medium,1
CID004035,Karnataka,29263.0,Self-Employed,658,1341592.0,60,0,141549.0,83.8,0,22795.0,4.8371,Medium,1
CID004036,Chhattisgarh,8000.0,Salaried,592,270162.0,48,0,35147.0,75.6,0,6167.0,4.3934,Medium,1
CID004037,Chhattisgarh,44610.0,Salaried,562,712923.0,84,3,58505.0,61.0,1,26855.0,1.3115,High,0
CID004038,Madhya Pradesh,8000.0,Salaried,578,435155.0,60,1,29223.0,90.1,0,6157.0,3.6529,Medium,0
CID004039,Telangana,185494.0,Self-Employed,726,713260.0,84,4,722394.0,74.9,0,128792.0,3.8944,Low,1
CID004040,West Bengal,18113.0,Self-Employed,651,434737.0,48,3,11873.0,100.0,1,8724.0,0.6555,Medium,1
CID004041,Bihar,58180.0,Salaried,751,1376169.1900000004,120,3,280679.0,34.4,0,43518.0,4.8243,Medium,1
CID004042,Tamil Nadu,13779.0,Self-Employed,691,687559.0,48,1,21335.0,59.6,1,6605.0,1.5484,Medium,1
CID004043,Gujarat,65253.0,Business Owner,778,883379.0,60,4,299360.0,100.0,0,50446.0,4.5877,Low,1
CID004044,Telangana,77012.0,Business Owner,715,122786.0,24,2,265176.0,69.4871955128205,0,42969.0,3.4433,Low,1
CID004045,Uttar Pradesh,34140.0,Government,710,301995.0,180,0,95745.0,67.9,0,22852.0,2.8045,Low,1
CID004046,Gujarat,50889.0,Salaried,640,193193.0,84,2,205401.0,61.9,1,31475.0,4.0363,High,0
CID004047,Uttar Pradesh,27679.0,Government,890,333578.0,36,0,97917.0,77.0,0,18455.0,3.5376,Low,1
CID004048,West Bengal,171013.0,Freelancer,659,1208279.0,180,2,655170.0,47.1,0,66741.0,3.8311,Medium,1
CID004049,Punjab,30357.0,Salaried,492,230811.0,84,2,132374.0,41.3,1,22604.0,4.3606,High,0
CID004050,Karnataka,33865.0,Salaried,671,315378.0,60,1,88737.0,81.3,0,24084.0,2.6203,Low,1
CID004051,Jharkhand,53107.0,Salaried,571,363364.0,240,0,128294.0,87.1,0,32686.0,2.4158,Medium,0
CID004052,Andhra Pradesh,22228.0,Salaried,731,272538.0,48,2,101115.0,88.8,0,9022.0,4.549,Low,1
CID004053,Haryana,19713.0,Self-Employed,708,554684.0,24,0,80633.0,61.4,0,11561.0,4.0903,Medium,1
CID004054,West Bengal,49964.0,Self-Employed,634,233543.0,84,0,29309.0,60.6,0,25883.0,0.5866,Medium,1
CID004055,Madhya Pradesh,44462.0,Business Owner,578,448702.0,120,1,153046.0,69.9,1,13738.0,3.4422,High,0
CID004056,Maharashtra,48373.0,Self-Employed,661,387446.0,24,1,220947.0,50.1,0,36840.0,4.5676,Medium,1
CID004057,Haryana,51552.0,Salaried,598,26812.0,120,1,184356.0,83.3,0,35291.0,3.5761,Medium,1
CID004058,Maharashtra,28835.0,Freelancer,713,659011.0,120,1,86230.0,64.1,0,21591.0,2.9905,Low,1
CID004059,Bihar,69288.0,Salaried,694,879187.0,180,0,89485.0,68.7,0,41681.0,1.2915,Low,1
CID004060,Chhattisgarh,46948.0,Government,648,263697.0,24,2,224298.0,66.5,0,21886.0,4.7776,Medium,1
CID004061,Tamil Nadu,8000.0,Salaried,614,294264.0,84,1,26548.0,80.3,0,4158.0,3.3185,Medium,1
CID004062,Karnataka,58085.0,Government,625,309134.0,36,1,115589.0,75.7,0,86531.0,1.99,Medium,1
CID004063,Kerala,128995.0,Salaried,637,737008.0,48,2,602974.0,100.0,0,51557.0,4.6744,Low,1
CID004064,Tamil Nadu,45001.0,Salaried,641,200430.0,36,2,127115.0,62.3,0,16908.0,2.8247,Medium,1
CID004065,Bihar,199286.0,Salaried,732,440320.0,60,3,240640.0,100.0,0,69793.0,1.2075,Low,1
CID004066,Maharashtra,38085.0,Business Owner,627,1187024.0,24,0,57866.0,33.8,1,13319.0,1.5194,High,0
CID004067,Maharashtra,43839.0,Freelancer,807,655299.0,48,1,212844.0,79.8,0,23817.0,4.8551,Low,1
CID004068,Chhattisgarh,201122.0,Salaried,648,889801.0,24,2,495735.0,69.4871955128205,0,134372.0,2.4648,Medium,1
CID004069,Telangana,122889.0,Government,611,316044.0,60,2,293524.0,49.5,1,91576.0,2.3885,High,0
CID004070,Punjab,178056.0,Self-Employed,590,252300.0,36,1,478571.0,50.5,1,103976.0,2.6878,High,0
CID004071,Uttar Pradesh,34302.0,Self-Employed,733,476978.0,60,1,125282.0,49.0,0,18801.0,3.6523,Medium,1
CID004072,Telangana,11969.0,Freelancer,652,71087.0,60,3,25644.0,57.8,1,5907.0,2.1425,High,0
CID004073,West Bengal,109481.0,Salaried,650,784750.0,36,3,262173.0,100.0,1,49303.0,2.3947,Medium,1
CID004074,West Bengal,41734.0,Salaried,602,1129908.0,24,0,160990.0,52.4,0,13219.0,3.8575,Medium,1
CID004075,Andhra Pradesh,59884.0,Government,645,404113.0,120,0,154224.0,37.7,0,39849.0,2.5754,Medium,1
CID004076,Maharashtra,62119.0,Government,598,258750.0,84,3,230528.0,79.9,0,20835.0,3.7111,Medium,1
CID004077,Gujarat,35743.0,Government,758,161129.0,12,2,172637.0,74.8,0,31478.0,4.83,Low,1
CID004078,Tamil Nadu,58449.0,Government,707,287089.0,240,0,282388.0,100.0,1,38393.0,4.8314,Medium,1
CID004079,Kerala,139654.0,Salaried,636,1100108.0,84,2,350745.0,69.2,0,110849.0,2.5115,Medium,1
CID004080,Karnataka,30603.0,Freelancer,634,412148.0,36,1,47556.0,69.4871955128205,0,9486.0,1.554,Medium,1
CID004081,Andhra Pradesh,68289.0,Salaried,657,819510.0,120,1,111348.0,61.5,0,28778.0,1.6305,Medium,1
CID004082,Tamil Nadu,181807.0,Government,649,258090.0,180,3,761134.0,61.1,0,62021.0,4.1865,Medium,1
CID004083,Telangana,55370.0,Self-Employed,573,343512.0,60,3,47548.0,45.3,1,42437.0,0.8587,High,0
CID004084,Kerala,120991.0,Salaried,497,834631.0,180,3,82499.0,58.7,1,67391.0,0.6819,High,0
CID004085,Karnataka,57758.0,Salaried,586,338412.0,12,2,205986.0,67.0,0,44926.0,3.5664,Medium,1
CID004086,Maharashtra,41672.0,Salaried,639,657229.0,180,0,191504.0,68.8,1,15738.0,4.5955,High,0
CID004087,Maharashtra,168459.0,Salaried,590,240930.0,24,0,259193.0,42.4,0,78331.0,1.5386,Medium,1
CID004088,West Bengal,38510.0,Freelancer,715,1165464.0,84,1,28712.0,82.2,0,23855.0,0.7456,Low,1
CID004089,Punjab,28370.0,Freelancer,631,265550.0,48,3,128481.0,100.0,0,12417.0,4.5288,Low,1
CID004090,Maharashtra,145946.0,Salaried,799,479654.0,12,0,305570.0,75.6,0,111053.0,2.0937,Low,1
CID004091,Kerala,68737.0,Business Owner,605,702217.0,180,0,204406.0,69.4871955128205,1,35701.0,2.9737,High,0
CID004092,Uttar Pradesh,55411.0,Self-Employed,661,199900.0,24,2,236223.0,69.4871955128205,0,33628.0,4.2631,Medium,1
CID004093,Gujarat,96893.0,Salaried,626,889032.0,180,0,157452.0,49.1,0,46072.0,1.625,Medium,1
CID004094,Jharkhand,50839.0,Salaried,685,395525.0,48,3,162964.0,75.4,0,20560.0,3.2055,Low,1
CID004095,Uttar Pradesh,58085.0,Freelancer,648,342106.0,84,2,278222.0,59.9,0,39200.0,4.7899,Medium,1
CID004096,Gujarat,159833.0,Business Owner,698,126369.0,36,0,613102.0,47.8,0,111317.0,3.8359,Medium,1
CID004097,Maharashtra,171870.0,Self-Employed,487,279572.0,60,2,393244.0,68.4,1,121633.0,2.288,High,0
CID004098,Maharashtra,81411.0,Self-Employed,689,347245.0,120,2,322068.0,86.4,0,37860.0,3.9561,Low,1
CID004099,Tamil Nadu,63530.0,Salaried,569,169075.0,60,2,37989.0,63.2,0,46194.0,0.598,Medium,0
CID004100,Maharashtra,64052.0,Self-Employed,625,325419.0,48,0,94094.0,100.0,0,29432.0,1.469,Low,1
CID004101,Telangana,8000.0,Salaried,705,818259.0,36,0,30808.0,69.4871955128205,0,3844.0,3.851,Low,1
CID004102,Uttar Pradesh,199380.0,Salaried,560,172549.0,36,3,334970.0,59.0,1,89664.0,1.6801,High,0
CID004103,Rajasthan,42110.0,Business Owner,742,371582.0,120,2,44952.0,58.4,0,21700.0,1.0675,Low,1
CID004104,Karnataka,42220.0,Government,621,386549.0,84,0,76834.0,100.0,0,13226.0,1.8198,Low,1
CID004105,Tamil Nadu,11978.0,Salaried,823,265447.0,60,3,15224.0,63.3,0,5094.0,1.271,Low,1
CID004106,Telangana,132249.0,Salaried,655,885897.0,36,1,316459.0,77.3,0,56553.0,2.3929,Medium,1
CID004107,Himachal Pradesh,115635.0,Self-Employed,786,408950.0,60,4,122623.0,78.4,0,83950.0,1.0604,Low,1
CID004108,Maharashtra,53392.0,Freelancer,745,880385.0,84,2,147542.5,35.5,1,34548.0,2.7634,Medium,1
